name,destination,categories,review_tags,description,rating,num_reviews,lat,lon,url
Kyoto Seishu Netsuke Art Museum,Kyoto,"Museums,Art Museums",,"The foremost museum in Japan dedicated to netsuke miniature sculpture, situated in one of Kyoto's last samurai residences, near Nijo Castle. The museum holds an impressive collection of 2,500 pieces dating from the Edo Period to present, 400 of which are shown to the public in special exhibitions 5 times a year.",5.0,36,35.00144,135.7446,https://www.tripadvisor.com/Attraction_Review-g298564-d2541333-Reviews-Kyoto_Seishu_Netsuke_Art_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Toji-in Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,garden,statues,japan,scrolls,kimono",This guardian temple of Kyoto was constructed in 794 and his home to the tallest pagoda in Japan.,4.5,108,35.031525,135.7238,https://www.tripadvisor.com/Attraction_Review-g298564-d321459-Reviews-Toji_in_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Kaleidoscope Museum of Kyoto,Kyoto,"Museums,Specialty Museums",,,4.5,63,35.00984,135.7615,https://www.tripadvisor.com/Attraction_Review-g298564-d2203338-Reviews-Kaleidoscope_Museum_of_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Kiyomizu-Zaka Street,Kyoto,"Shopping,Sights & Landmarks,Points of Interest & Landmarks",,"The Kiyomizu-Zaka Street slopes uphill to Kiyomizu Temple and is packed with shoppers looking for Japanese souvenirs and crafts, including pottery, fans, wind chimes, tea, confectionary, and snacks.",4.0,426,34.995445,135.783,https://www.tripadvisor.com/Attraction_Review-g298564-d548248-Reviews-Kiyomizu_Zaka_Street-Kyoto_Kyoto_Prefecture_Kinki.html
Adashino Nenbutsu-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,210,35.02669,135.66473,https://www.tripadvisor.com/Attraction_Review-g298564-d1386142-Reviews-Adashino_Nenbutsu_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Hogonin Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,170,35.014503,135.67369,https://www.tripadvisor.com/Attraction_Review-g298564-d1955525-Reviews-Hogonin_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Ramen Factory Kyoto,Kyoto,"Food & Drink,Classes & Workshops,Lessons & Workshops,Cooking Classes","ramen,fun,instructor,cooking class,souvenir,nori","Enjoy making ramen completely from scratch in the most exciting and easiest way in Ramen Factory Kyoto. We are the first and only restaurant in Japan that customers can experience cooking their own Ramen bowl including noodle-making, chicken-rolling, soup-mixing and topping-savoring.",5.0,587,35.028316,135.76968,https://www.tripadvisor.com/Attraction_Review-g298564-d12967627-Reviews-Ramen_Factory_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Suzumushi Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,310,34.99354,135.68518,https://www.tripadvisor.com/Attraction_Review-g298564-d1371483-Reviews-Suzumushi_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Yasakanoto,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Sacred & Religious Sites,Historic Sites","yanaka,higashiyama district,kiyomizu dera temple,dusk",,4.0,383,34.99851,135.779,https://www.tripadvisor.com/Attraction_Review-g298564-d1386172-Reviews-Yasakanoto-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Aquarium,Kyoto,"Zoos & Aquariums,Nature & Parks,Aquariums","dolphin show,japan,creatures,station,train museum,manta rays,nice gift shop,trainers,illumination,viewing,souvenirs","The Kyoto Aquarium, themed ""The closer you get, the more you'll like it,"" is a large inland facility showcasing creatures like the Japanese giant salamander, a national treasure, in its ""Rivers of Kyoto"" exhibit. It houses approximately 250 species and 15,000 individuals across 10 areas, including penguins, jellyfish, dolphins, seals, and sea lions. Visitors can enjoy various programs such as ""Feeding Time"" and ""Play Time"" for interactive experiences with the animals, as well as themed workshops.",4.0,549,34.987595,135.74765,https://www.tripadvisor.com/Attraction_Review-g298564-d2627943-Reviews-Kyoto_Aquarium-Kyoto_Kyoto_Prefecture_Kinki.html
Bishamondo,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,129,35.001183,135.81868,https://www.tripadvisor.com/Attraction_Review-g298564-d1656558-Reviews-Bishamondo-Kyoto_Kyoto_Prefecture_Kinki.html
Yoshimine-dera,Kyoto,"Sights & Landmarks,Sacred & Religious Sites,Historic Sites",,,4.5,139,34.938026,135.64455,https://www.tripadvisor.com/Attraction_Review-g298564-d1386184-Reviews-Yoshimine_dera-Kyoto_Kyoto_Prefecture_Kinki.html
Hanamikoji Street,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks","geisha,tourists,japan,theatre,photographs",,4.0,396,35.003635,135.77504,https://www.tripadvisor.com/Attraction_Review-g298564-d1956593-Reviews-Hanamikoji_Street-Kyoto_Kyoto_Prefecture_Kinki.html
Taizo-in,Kyoto,"Sights & Landmarks,Nature & Parks,Sacred & Religious Sites,Gardens",,"Taizo-in Zen Buddhist Temple has been beloved by people for more than 600 years. It showcases a dry landscape garden by Kano Motonobu, a Zen painting ""Catching a Catfish with a Gourd"", known as ""Hyonenzu"" and a Japanese botanical pond garden ""Yoko-en"" with Suikinkutsu, which is an ornament for the garden as well as a music device named after a Japanese musical instrument, Koto. Access BY TRAIN: Take a JR train on Sagano Line. 12min. from Kyoto Station. Please get off at Hanazono Station. 7 minute walk from Hanazono Station. BY BUS: Several buses are available from the major tourist sites in Kyoto. Please get off at either Myoshinji-mae Stop or Myoshinji Kitamon-mae Stop.",4.5,111,35.021862,135.71922,https://www.tripadvisor.com/Attraction_Review-g298564-d1386145-Reviews-Taizo_in-Kyoto_Kyoto_Prefecture_Kinki.html
Shinbashi Dori,Kyoto,"Sights & Landmarks,Other,Neighborhoods",,,4.5,169,35.005634,135.7744,https://www.tripadvisor.com/Attraction_Review-g298564-d2197715-Reviews-Shinbashi_Dori-Kyoto_Kyoto_Prefecture_Kinki.html
Calligraphy Kyoto,Kyoto,"Classes & Workshops,Lessons & Workshops","lesson,art,japanese culture,hour class,practicing,kanji,great teacher,introduction,beginners,scroll,san,techniques,great class,hour session,a lot of fun,workshop,strokes,skills,cultural experience,patient teacher,highly recommend this experience,tea ceremony,insight,highlights,learn something,stamp,great souvenirs,clear instructions,keepsake,introductory","Calligraphy has the ability to create characters that are not only unique to the person, but also unique to the emotions and thoughts that are experienced at the time of practicing the calligraphy. It is your one and only “calligraphy of the heart.” why don't you have a calligraphy lesson and write your favorite kanji on a fancy paper-board?",5.0,557,35.013256,135.76494,https://www.tripadvisor.com/Attraction_Review-g298564-d8642741-Reviews-Calligraphy_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto International Manga Museum,Kyoto,"Museums,Specialty Museums","history,collection,displays,workshop,cosplay,entrance fee,genre","Kyoto International Manga Museum opened its doors on November, 2006, as a joint venture between the city of Kyoto and Kyoto Seika University’s Faculty of Manga. It is the first comprehensive cultural facility in Japan that combines the functions of manga museum and library. The building it is based in is a re-purpose elementary school that was built in the early Showa era. The museum holds over 300,000 manga materials, ranging from foreign to historic manga. About 50,000 of these are accessible to visitors on book shelves that run throughout the entire museum, from the first floor to the third, the “Wall of Manga.”Near the entrance of the museum, there is a ""Manga Expo"" corner, where about 5,000 manga translated into languages other than Japanese and foreign comics are exhibited. In the main gallery, we answer the question ""What is Manga?"" in our permanent exhibition, which explains the systematic and historical aspects of the manga industry. In addition, we have some events.",4.0,613,35.01191,135.75931,https://www.tripadvisor.com/Attraction_Review-g298564-d1490962-Reviews-Kyoto_International_Manga_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Kayco Vivid Kyoto,Kyoto,"Spas & Wellness,Spas","great massage,japan,massage and facial,therapist,minute massage,skincare,knots,rainy day,body feels,the main street,keiko","Always beautiful. Whoever so wishes, we can guide your dream to reality. “We will help each guest’s personal dream for beauty in a gracious way.” Our salon’s concept is to provide the finest personal beauty service. Our concept of total beauty is the union of expertise, philosophy and service. For over 40 years, we have been committed to this special approach to beauty. We look forward to meeting you.",5.0,301,35.01129,135.76988,https://www.tripadvisor.com/Attraction_Review-g298564-d11867571-Reviews-Kayco_Vivid_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Rurikoin,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,260,35.06363,135.80856,https://www.tripadvisor.com/Attraction_Review-g298564-d1155521-Reviews-Rurikoin-Kyoto_Kyoto_Prefecture_Kinki.html
Nonomiya Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,304,35.017853,135.67418,https://www.tripadvisor.com/Attraction_Review-g298564-d1386141-Reviews-Nonomiya_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Camellia Tea Ceremony FLOWER,Kyoto,"Classes & Workshops,Lessons & Workshops",,"A warm welcome to Kyoto. Come and experience traditional Japanese tea ceremony in fluent English at Camellia FLOWER. Take the opportunity to watch a tea ceremony expert practice their craft, and then try it yourself! Tea ceremony lies at the heart of Japanese culture, and to enjoy this centuries old practice will help offer a deeper understanding of the history, architecture and tastes of our home. Situated on Ninenzaka, a short walk from Kiyomizu-dera, we are open from 10:00 until 17:00 every day. Each 45 minute session costs 3000 yen (Children 7-12 are 1500 yen). We accept cash and all major credit cards.",4.5,584,34.99851,135.78056,https://www.tripadvisor.com/Attraction_Review-g298564-d6433641-Reviews-Camellia_Tea_Ceremony_FLOWER-Kyoto_Kyoto_Prefecture_Kinki.html
Shogunzuka Seiryuden Temple,Kyoto,"Sights & Landmarks,Historic Sites,Points of Interest & Landmarks,Sacred & Religious Sites",,"About The Seiryu-den In 1913, Seiryu-den was built in front of Kyoto Kitano Tenmangu Shrine as the Kyoto Branch of Japan Federation of Martial Arts’ training gym. In 1947, the building was moved and became the martial arts training gym for police officers named the “Heian-dojo”. Later, it was opened to the general public and many young people practiced martial arts there. In 1998, the Kyoto Prefectural Office decided to close the Heian-dojo, dismantling it and putting the pieces in storage. Afterwards, Shoren-in recognizing the historic cultural importance of the building decided to rebuild it at the top of Mt.Higashiyama as Seiryu-den.",4.0,158,35.00223,135.78745,https://www.tripadvisor.com/Attraction_Review-g298564-d1386124-Reviews-Shogunzuka_Seiryuden_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Seimei Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,"This shrine honours an 'onmyou' (principles of Yin and Yang) scholar of the Heian period, Abeno Seimei. The shrine was established in 1007, at the site of what had been his house. It is said to ward off evil.",4.0,336,35.02776,135.75117,https://www.tripadvisor.com/Attraction_Review-g298564-d1568228-Reviews-Seimei_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Shokokuji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,142,35.032566,135.76201,https://www.tripadvisor.com/Attraction_Review-g298564-d1557688-Reviews-Shokokuji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Shinkyogoku Shopping District,Kyoto,"Shopping,Sights & Landmarks,Points of Interest & Landmarks,Shopping Malls",,"The Shinkyogoku Shopping District is a downtown covered pedestrian arcade lined with specialty stores selling souvenirs, shoes, umbrellas, T-shirts, yukata, confectionary, character goods, and more.",4.0,263,35.0041,135.7672,https://www.tripadvisor.com/Attraction_Review-g298564-d1386092-Reviews-Shinkyogoku_Shopping_District-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto State Guest House,Kyoto,"Sights & Landmarks,Government Buildings,Architectural Buildings",,,4.5,102,35.02508,135.76552,https://www.tripadvisor.com/Attraction_Review-g298564-d10617364-Reviews-Kyoto_State_Guest_House-Kyoto_Kyoto_Prefecture_Kinki.html
Mt. Atago,Kyoto,"Nature & Parks,Mountains",,,4.5,37,35.063644,135.63461,https://www.tripadvisor.com/Attraction_Review-g298564-d1386103-Reviews-Mt_Atago-Kyoto_Kyoto_Prefecture_Kinki.html
Sembon Shakado,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,99,35.03184,135.73982,https://www.tripadvisor.com/Attraction_Review-g298564-d1386079-Reviews-Sembon_Shakado-Kyoto_Kyoto_Prefecture_Kinki.html
Komyo-in Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,74,34.974094,135.77368,https://www.tripadvisor.com/Attraction_Review-g298564-d3668088-Reviews-Komyo_in_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Sumiya Motenashi Cultural and Art Museum,Kyoto,"Museums,Specialty Museums",,,4.5,51,34.992146,135.74315,https://www.tripadvisor.com/Attraction_Review-g298564-d1386091-Reviews-Sumiya_Motenashi_Cultural_and_Art_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Konkai Komyoji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,185,35.019386,135.7884,https://www.tripadvisor.com/Attraction_Review-g298564-d1386170-Reviews-Konkai_Komyoji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Konchi-in,Kyoto,"Sights & Landmarks,Nature & Parks,Gardens,Sacred & Religious Sites",,,4.5,109,35.010483,135.79105,https://www.tripadvisor.com/Attraction_Review-g298564-d479879-Reviews-Konchi_in-Kyoto_Kyoto_Prefecture_Kinki.html
Yoshimoto Gion Kagetsu,Kyoto,"Concerts & Shows,Theaters",,,4.5,58,35.004604,135.77734,https://www.tripadvisor.com/Attraction_Review-g298564-d2626569-Reviews-Yoshimoto_Gion_Kagetsu-Kyoto_Kyoto_Prefecture_Kinki.html
Taiko Center Kyoto Studio,Kyoto,"Classes & Workshops,Lessons & Workshops","fun,instructor,taiko drum,highly recommend this class","Taiko Center offer an hour long taiko drumming class to tourists from all over the world! Taiko is a Japanese traditional drum that is often performed at festivals and ceremonies. It's loud, it's powerful, it's SUPER fun! No experience or Japanese language needed! We offer an opportunity for you to experience the local culture in first hand. Come empty handed and you will leave with an unforgettable memory! Our group lesson for foreign tourists are offered at various times on weekdays. Please check our booking page for more information and to make a reservation.",5.0,239,34.99958,135.74893,https://www.tripadvisor.com/Attraction_Review-g298564-d7053826-Reviews-Taiko_Center_Kyoto_Studio-Kyoto_Kyoto_Prefecture_Kinki.html
Umekoji Park,Kyoto,"Nature & Parks,Parks","railway museum,autumn leaves,trees",,4.0,137,34.986607,135.74533,https://www.tripadvisor.com/Attraction_Review-g298564-d4071228-Reviews-Umekoji_Park-Kyoto_Kyoto_Prefecture_Kinki.html
Rokuharamitsuji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,195,34.997066,135.7735,https://www.tripadvisor.com/Attraction_Review-g298564-d1386182-Reviews-Rokuharamitsuji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Hirano Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","shrine,sakura",,4.0,217,35.032616,135.73198,https://www.tripadvisor.com/Attraction_Review-g298564-d1386127-Reviews-Hirano_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Tea Ceremony Nagomi,Kyoto,"Classes & Workshops,Lessons & Workshops","miyako,master,cultural experience,rainy day,ritual,introduction,instructor","Nagomi is located in Kyoto on the historic Ninenzaka Street. After the demonstration, you can try your own Matcha. Our Specialities are Pottery, Mattcha, Sweets, and they are all from Kyoto. Also, water comes from Mt. Fuji. Located above Kanda Tezaiku. All staff members speak English Adults 2700yen Children 1600yen(under 12) Tea experiences lasts 45min Please arrive 10min before.",5.0,209,34.998425,135.78079,https://www.tripadvisor.com/Attraction_Review-g298564-d12260399-Reviews-Tea_Ceremony_Nagomi-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Racecourse,Kyoto,"Casinos & Gambling,Fun & Games,Horse Tracks",,,4.0,107,34.907814,135.72507,https://www.tripadvisor.com/Attraction_Review-g298564-d1956438-Reviews-Kyoto_Racecourse-Kyoto_Kyoto_Prefecture_Kinki.html
Jakkoin,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,141,35.12394,135.82109,https://www.tripadvisor.com/Attraction_Review-g298564-d1386164-Reviews-Jakkoin-Kyoto_Kyoto_Prefecture_Kinki.html
Entoku-in,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,"Kitanomandokoro Nene, who was the wife of Hideyoshi Toyotomi (1537-1598) who unified Japan at the Warring State Period, opened Kodai-ji temple for enshrining Hideyoshi after he died. It’s 400 years ago. And she ordered to move the Kesho-palace and the front yard of Fushimi-castle into Kodai-ji temple site, because she had many memories in Fushimi-castle with Hideyoshi, and she lived there. A lot of people, Japanese feudal lords, monks, tea masters, poets, painters, ceramicists and etc…, came to the place for meeting her. She spent for 19 years in the place until she died when she was 76years old. Iesada Kinoshita who was an older brother of Nene and Toshifusa who was a son of Iesada supported Nene. Toshifusa opened Entoku-in for a memorial service for the Kinoshita family in the place where Nene lived after she died. It became one of minor temples with Kodai-ji temple. Entoku-in has two dry landscape garden (south garden and north garden). The north garden, there are a lot of rocks. This garden was brought from Fushimi castle. It is a famous garden in the Momoyama Period. The south garden, the sands of this garden shows ocean. There are many trees that bloom in each season. It is very beautiful. The paintings on the fusuma (a framed and papered sliding door used as a room partition) in the main building were drawing by Tohaku Hasegawa who was a famous ink painter in the Edo Period and Ryo Akamatsu who was a Japanese modern artist. The fusuma, which was painted by Tohaku Hasegawa, is an important cultural property.",4.0,183,35.000607,135.77943,https://www.tripadvisor.com/Attraction_Review-g298564-d1957563-Reviews-Entoku_in-Kyoto_Kyoto_Prefecture_Kinki.html
KITSUNE KYOTO,Kyoto,"Nightlife,Dance Clubs & Discos","japan,lockers,amazing club,a lot of fun,first club,yen,crowd,drag queens,fun club,super fun,uta,edm,culture","No.1 NIGHTCLUB IN KYOTO！ Kyoto, which is the city people around the world adore such as be chosen for two consecutive years ranked first in popular tourist city rankings of the US travel magazine.""KITSUNE KYOTO"" will born in this town where is mixed Japanese culture with goodness of old ages and the feelings of present-day, where embody attractive Japan. Two floors are mixed like yin and yang, and dyed a glossy Kyoto night. In addition, we've been casting celebrities, big name artists from Japan&abroad, and the top artists who ranked DJ ranking ""Top 100 DJs"" by the British DJ Mag magazine which was mentioned as one of the media's most influential. We'll realize the quality of consent of audience from abroad using stage effects with the video, lighting and a high-end sound system of the world standard to pursue excitement.New nightspot KITSUNE KYOTO will appear in tourist city Kyoto. The latest two entertainments will adorn in brilliant night of the ancient city.",5.0,226,35.007923,135.77068,https://www.tripadvisor.com/Attraction_Review-g298564-d8555613-Reviews-KITSUNE_KYOTO-Kyoto_Kyoto_Prefecture_Kinki.html
Matsuo Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,184,35.000004,135.68562,https://www.tripadvisor.com/Attraction_Review-g298564-d1371484-Reviews-Matsuo_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Haru Cooking Class,Kyoto,"Food & Drink,Classes & Workshops,Cooking Classes,Lessons & Workshops","taro,culture,japanese cuisine,dashi,lesson,teacher,highlight of our trip,learn how,wagyu,from scratch,spend an afternoon,ask questions,tamagoyaki","Thank you very much for finding our small cooking class in Kyoto, Japan. The class is not only about cooking, but learning about Japanese culture. We will do our best to share all that we can about our culture; we sincerely hope you enjoy it.",5.0,540,35.034355,135.76958,https://www.tripadvisor.com/Attraction_Review-g298564-d2015791-Reviews-Haru_Cooking_Class-Kyoto_Kyoto_Prefecture_Kinki.html
Kiyamachi　Street,Kyoto,"Sights & Landmarks,Historic Walking Areas",,,4.0,125,35.00832,135.77048,https://www.tripadvisor.com/Attraction_Review-g298564-d3837245-Reviews-Kiyamachi_Street-Kyoto_Kyoto_Prefecture_Kinki.html
Imamiya Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","shrine,aburi,rice cake,east gate,kita,teahouse",,4.0,213,35.045547,135.74232,https://www.tripadvisor.com/Attraction_Review-g298564-d1386128-Reviews-Imamiya_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Ami Kyoto,Kyoto,"Classes & Workshops,Lessons & Workshops","teacher,lesson,calligraphy class,flower arranging,souvenir,traditional japanese house","Your opportunity to be part of Kyoto! ""Ami Kyoto"" provides traditional Japanese cultural experience in English for foreign visitors. You can experience Ikebana (Japanese art of flower arrangement, Calligraphy and Tea ceremony in our 100-year-old traditional Kyoto townhouse. The foundation of Japanese traditional culture was laid in the Muromachi period. At that time, people called ""ami"" protected and promoted the emerging culture, including noh dance and the tea ceremony. They were priests who served a shogun or feudal lord, and sowed the seeds of our classical aesthetic values. Ami emphasized equality, virtue, harmony and calmness in their contribution to cultural development. ""Ami Kyoto"" continues to spread their spirituality which still underlies the Japanese culture of today.",5.0,498,35.010044,135.782,https://www.tripadvisor.com/Attraction_Review-g298564-d6863430-Reviews-Ami_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Ryogen-in Temple,Kyoto,"Sights & Landmarks,Nature & Parks,Sacred & Religious Sites,Gardens",,"This temple is home to the most famous Zen rock garden in Japan, which has been in existence since the 15th century.",4.5,53,35.042057,135.74608,https://www.tripadvisor.com/Attraction_Review-g298564-d321208-Reviews-Ryogen_in_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Fushimi Sake Village,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks","momoyama,shop,station",,4.5,53,34.93245,135.75998,https://www.tripadvisor.com/Attraction_Review-g298564-d10472705-Reviews-Fushimi_Sake_Village-Kyoto_Kyoto_Prefecture_Kinki.html
Daigo-ji Temple Sanboin Palace Garden,Kyoto,"Sights & Landmarks,Nature & Parks,Historic Sites,Points of Interest & Landmarks,Gardens","during cherry blossom season,momoyama,century,beauty",,4.5,66,34.951935,135.8197,https://www.tripadvisor.com/Attraction_Review-g298564-d8330651-Reviews-Daigo_ji_Temple_Sanboin_Palace_Garden-Kyoto_Kyoto_Prefecture_Kinki.html
Shozan Resort Kyoto,Kyoto,Other,,,4.0,77,35.05035,135.73325,https://www.tripadvisor.com/Attraction_Review-g298564-d3243260-Reviews-Shozan_Resort_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
"Arashiyama Park, Kameyama Area",Kyoto,"Nature & Parks,Parks",,,4.0,68,35.015358,135.66988,https://www.tripadvisor.com/Attraction_Review-g298564-d6989745-Reviews-Arashiyama_Park_Kameyama_Area-Kyoto_Kyoto_Prefecture_Kinki.html
Nishiki Tenmangu,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,244,35.0051,135.7672,https://www.tripadvisor.com/Attraction_Review-g298564-d1386094-Reviews-Nishiki_Tenmangu-Kyoto_Kyoto_Prefecture_Kinki.html
Rokkakudo,Kyoto,"Sights & Landmarks,Architectural Buildings,Sacred & Religious Sites",,,4.0,241,35.007656,135.76025,https://www.tripadvisor.com/Attraction_Review-g298564-d9582851-Reviews-Rokkakudo-Kyoto_Kyoto_Prefecture_Kinki.html
Senko-ji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,65,35.0158,135.66557,https://www.tripadvisor.com/Attraction_Review-g298564-d2291581-Reviews-Senko_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
The Bamboo Forest Trail,Kyoto,"Sights & Landmarks,Nature & Parks,Points of Interest & Landmarks,Scenic Walking Areas,Forests","bamboo forest,temple,photos,trees,leaves,arashiyama station,beauty,hozugawa river,beautiful area,lovely walk,stems,rumbling",,4.0,150,35.017025,135.67184,https://www.tripadvisor.com/Attraction_Review-g298564-d11982985-Reviews-The_Bamboo_Forest_Trail-Kyoto_Kyoto_Prefecture_Kinki.html
Tadasu No Mori Grove,Kyoto,"Nature & Parks,Forests",,,4.5,71,35.036137,135.77281,https://www.tripadvisor.com/Attraction_Review-g298564-d8150470-Reviews-Tadasu_No_Mori_Grove-Kyoto_Kyoto_Prefecture_Kinki.html
The Museum of Kyoto,Kyoto,"Museums,History Museums",,"Kyoto is richly blessed with nature and having been the capital of Japan for more than one thousand years it has been developing an outstanding culture and has played a major role in the formation of Japanese culture. The Museum of Kyoto was opened in 1988 as a comprehensive cultural facility that introduces the history and culture of Kyoto in an easily understandable way. And in 2011 the museum was renovated for visitors to experience ""the real thing"" and it started out on a new journey. In addition to the wide variety of special exhibitions on the 4th floor, there are various projects that introduce excellent items connected to Kyoto in the exhibition galleries on the 2nd and 3rd floors. Also, there are regularly scheduled shows of classic films held by Kyoto Prefecture in the pleasant and comfortable of the film theater on the 3rd floor. In addition, the annex (the former Bank of Japan Kyoto Branch), which was designated as the Important Cultural Property as a leading example of a modern Western-style building, is widely known as the symbol of the Museum of Kyoto.",4.0,228,35.008816,135.76225,https://www.tripadvisor.com/Attraction_Review-g298564-d321407-Reviews-The_Museum_of_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Jotenkaku Museum,Kyoto,"Museums,Art Museums",,,4.5,69,35.033607,135.76262,https://www.tripadvisor.com/Attraction_Review-g298564-d3223044-Reviews-Jotenkaku_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Jizoin (Bamboo Temple),Kyoto,"Sights & Landmarks,Sacred & Religious Sites","temple,bamboo,moss,tourists",,4.0,87,34.990585,135.68661,https://www.tripadvisor.com/Attraction_Review-g298564-d1386186-Reviews-Jizoin_Bamboo_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Matsui Sake Brewery,Kyoto,"Food & Drink,Breweries","tasting,japan",,4.5,47,35.025414,135.77336,https://www.tripadvisor.com/Attraction_Review-g298564-d7706562-Reviews-Matsui_Sake_Brewery-Kyoto_Kyoto_Prefecture_Kinki.html
Atelier Sushi,Kyoto,"Food & Drink,Classes & Workshops,Lessons & Workshops,Cooking Classes","sushi,class,fun,green tea,fish soup,instructor,lesson,culture",Our workshop is located in a recently renovated cozy event space adhering to traditional Japanese aesthetic design. This uniquely charming workshop is conveniently located just 15 minutes on foot from Kyoto’s famous Fushimi Inari Shrine. Let’s learn how to make traditional sushi together in this calm and relaxing environment!,5.0,129,34.974785,135.77472,https://www.tripadvisor.com/Attraction_Review-g298564-d16661045-Reviews-Atelier_Sushi-Kyoto_Kyoto_Prefecture_Kinki.html
Aoi Matsuri,Kyoto,"Events,Cultural Events",,"The Aoi Matsuri, or Hollyhock Festival, is a celebration of piety and purification from Japan's ancient history, still carried out at Kyoto's Kamo shrines today. The main event is a morning procession of oxcarts, cows, horses, and six-hundred people dressed in traditional Heian-era clothing holding hollyhock leaves, led by an Imperial Messenger. The troupe, which also includes a saio-dai maiden in twelve layers of silk robe whose role it is to praise the shrine deities, make a pilgrimage from Kyoto Imperial Palace to the Shimogamo and Kamigamo shrines, where old rituals are performed. Horse races and archery competitions are also held in honor of the festivities.",4.0,79,35.023346,135.76343,https://www.tripadvisor.com/Attraction_Review-g298564-d8820145-Reviews-Aoi_Matsuri-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Tourist Information Center,Kyoto,"Traveler Resources,Visitor Centers",,,4.0,114,34.985516,135.7584,https://www.tripadvisor.com/Attraction_Review-g298564-d6611852-Reviews-Kyoto_Tourist_Information_Center-Kyoto_Kyoto_Prefecture_Kinki.html
Yoshida Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,101,35.02506,135.78458,https://www.tripadvisor.com/Attraction_Review-g298564-d3566192-Reviews-Yoshida_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
